,player_record_idx,gmKey,pcode,ast,bs,defr,dk,dkA,ef,fb,fg,fgA,fgt,fgtA,fo,foul,ft,ftA,gd,idf,inout,inout1,offr,playMin,playSec,pp,ppA,pscore,stl,tf,threep,threepA,to,wft,woft,startFlag,tcode,rb,score,trueShooting,astRatio,rebRatio,gmRb,gameDate
128,600,S17G01N24,235038,5,0,1,0,0,0,0,2,7,3,10,0,2,2,2,0,0,1,1,2,39,27,2,6,4,2,0,1,3,3,0,2,1,35,3,9,0.413603,26.4831,170.342,56.0,20101024
129,602,S17G01N24,235070,1,0,2,0,0,0,0,3,4,5,10,0,3,0,0,0,0,1,1,2,35,19,2,3,4,2,0,2,6,3,2,1,1,35,4,12,0.6,7.14286,253.705,56.0,20101024
130,620,S17G01N24,290332,2,2,4,0,0,0,0,0,1,0,1,0,4,2,2,1,0,3,3,1,18,40,0,1,0,1,0,0,0,2,2,2,1,50,5,2,0.531915,34.0136,600.0,56.0,20101024
131,608,S17G01N24,290375,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,1,1,1,4,41,1,1,2,0,0,0,0,0,2,0,0,35,1,2,1.0,0.0,478.292,56.0,20101024
132,634,S17G01N25,210080,1,2,4,0,0,0,0,4,4,7,11,0,1,3,3,0,0,4,4,0,34,52,4,4,8,0,0,3,7,0,1,0,1,55,4,20,0.811688,7.50751,270.746,59.0,20101026
133,635,S17G01N25,215012,4,0,6,0,0,0,0,1,1,2,3,0,2,3,4,0,0,2,2,0,36,42,0,0,0,0,0,1,2,2,1,1,1,55,6,8,0.840336,37.1747,385.831,59.0,20101026
134,622,S17G01N25,215065,3,0,0,0,0,0,0,1,2,2,3,0,2,0,0,1,0,1,1,0,13,56,0,0,0,0,0,1,1,0,2,0,0,30,0,5,0.833333,50.0,0.0,59.0,20101026
135,625,S17G01N25,245052,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,55,0,0,0,0,0,0,0,2,1,0,1,30,0,0,0.0,0.0,0.0,59.0,20101026
136,642,S17G01N25,290147,1,1,10,1,1,0,0,13,20,13,20,0,0,4,6,0,0,3,3,2,34,3,11,15,22,2,0,0,0,7,0,0,1,55,12,30,0.662544,3.26371,831.718,59.0,20101026
137,632,S17G01N25,290365,1,0,5,0,0,0,0,0,2,1,4,0,3,1,2,1,0,2,2,0,17,10,0,1,0,0,0,1,2,4,1,2,0,30,5,4,0.409836,10.1215,687.379,59.0,20101026
138,648,S17G01N26,230083,1,0,3,0,0,0,0,3,7,7,16,0,4,1,2,0,0,1,1,1,39,48,2,5,4,2,0,4,9,4,2,2,1,10,4,19,0.562796,4.57038,217.085,54.0,20101026
139,664,S17G01N26,290238,1,3,6,1,1,0,0,10,14,11,17,0,3,6,9,0,0,3,4,3,33,25,10,13,20,1,0,1,3,0,3,0,1,60,9,29,0.691794,4.55373,581.746,54.0,20101026
140,665,S17G01N26,290287,9,0,2,0,0,0,0,2,5,5,11,0,2,0,0,0,0,1,2,3,31,35,1,3,2,2,0,3,6,3,2,0,1,60,5,13,0.590909,39.1304,341.953,54.0,20101026
141,651,S17G01N26,290292,8,0,3,0,0,0,0,2,2,3,6,0,3,2,4,0,0,1,1,1,39,48,1,1,2,1,0,1,4,2,1,2,1,10,4,9,0.579897,45.045,217.085,54.0,20101026
142,656,S17G01N26,290392,3,2,6,1,1,0,0,10,14,10,14,0,3,5,6,0,0,2,1,2,29,35,10,14,20,2,0,0,0,4,2,1,0,10,8,25,0.751202,12.6904,584.113,54.0,20101026
143,670,S17G01N27,210035,10,0,4,0,0,0,0,4,4,5,7,0,2,2,2,0,0,3,4,0,34,22,4,4,8,3,0,1,3,0,1,1,1,06,4,13,0.824873,55.9284,260.718,56.0,20101027
144,683,S17G01N27,220050,1,0,2,0,0,0,0,0,2,0,4,0,1,0,0,1,0,1,2,1,20,45,0,1,0,0,0,0,2,0,0,1,1,50,3,0,0.0,20.0,323.855,56.0,20101027
145,672,S17G01N27,220051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,34,0,0,0,0,0,0,0,0,0,0,0,06,0,0,0.0,0.0,0.0,56.0,20101027
146,692,S17G01N27,290332,1,0,2,0,0,0,0,4,4,4,4,0,1,3,5,0,0,3,4,5,25,0,4,4,8,0,0,0,0,4,1,0,1,50,7,11,0.887097,8.92857,627.2,56.0,20101027
147,680,S17G01N27,290335,4,1,4,0,0,0,0,5,9,7,14,0,2,5,6,0,0,3,3,1,33,18,4,5,8,2,0,2,5,7,0,2,1,06,5,21,0.63101,14.4718,336.336,56.0,20101027
148,696,S17G01N28,230056,7,0,1,0,0,0,0,3,5,3,8,0,3,0,0,0,0,1,2,0,34,45,3,5,6,6,0,0,3,3,0,3,1,16,1,6,0.375,38.8889,72.518,63.0,20101027
149,707,S17G01N28,235038,6,0,0,0,0,0,0,2,4,2,8,0,4,0,0,0,0,2,3,0,27,12,2,3,4,2,0,0,4,4,2,2,1,35,0,4,0.25,33.3333,0.0,63.0,20101027
150,700,S17G01N28,250069,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,5,18,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0.0,0.0,0.0,63.0,20101027
151,713,S17G01N28,290261,1,1,6,1,1,0,0,5,10,5,11,0,3,4,6,0,0,2,2,3,29,48,4,4,8,0,0,0,1,1,2,1,0,35,9,14,0.513196,6.39386,761.074,63.0,20101027
152,704,S17G01N28,290367,2,0,5,0,0,1,0,3,9,3,9,0,1,4,4,0,0,1,2,7,22,56,3,7,6,0,1,0,0,0,0,1,1,16,12,10,0.464684,15.674,1318.6,63.0,20101027
153,717,S17G01N29,210080,2,0,2,0,0,0,0,2,3,2,4,0,4,3,3,1,0,2,2,2,26,12,0,1,0,1,0,0,1,2,1,3,1,55,4,7,0.657895,21.4592,256.489,42.0,20101028
154,732,S17G01N29,235058,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,6,7,1,12,47,0,0,0,0,0,0,0,0,0,1,1,65,1,1,0.265957,34.7222,131.421,42.0,20101028
155,723,S17G01N29,255038,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,0,2,41,0,0,0,0,0,0,0,0,1,0,0,55,0,1,0.568182,0.0,0.0,42.0,20101028
156,725,S17G01N29,290147,1,0,1,0,0,0,0,11,17,11,17,0,5,3,4,0,0,3,4,2,28,55,10,12,20,0,0,0,0,3,2,3,1,55,3,25,0.666311,4.39367,174.294,42.0,20101028
157,739,S17G01N29,290325,4,3,4,2,2,0,0,7,9,7,9,0,1,5,6,0,0,6,6,0,23,58,7,9,14,0,0,0,0,4,1,0,1,65,4,19,0.816151,20.3666,280.389,42.0,20101028
158,747,S17G01N30,290238,4,3,9,1,1,0,0,5,8,6,10,0,4,2,3,0,0,2,2,2,36,2,5,7,10,1,0,1,2,5,3,1,1,60,11,15,0.662544,19.685,598.335,49.0,20101028
159,748,S17G01N30,290287,6,0,1,0,0,0,0,6,7,6,9,0,3,3,3,0,0,2,2,0,32,37,5,6,10,1,0,0,2,2,1,2,1,60,1,15,0.726744,32.7511,60.092,49.0,20101028
160,760,S17G01N30,290381,6,0,5,0,0,0,0,1,3,2,8,0,2,2,4,0,0,2,2,0,35,24,0,1,0,1,0,1,5,4,2,0,1,70,5,7,0.358607,30.3644,276.836,49.0,20101028
161,762,S17G01N30,290395,2,1,5,1,1,0,0,9,16,9,16,0,3,3,7,0,0,2,2,6,31,11,9,16,18,0,0,0,0,4,1,2,1,70,11,21,0.550314,7.97448,691.395,49.0,20101028
162,764,S17G01N30,650010,2,0,0,0,0,0,0,2,3,5,7,0,3,3,3,1,0,1,1,0,31,51,1,1,2,1,0,3,4,1,1,2,1,70,0,16,0.961538,17.6678,0.0,49.0,20101028
163,765,S17G01N31,210035,7,0,3,0,0,0,0,1,4,3,9,0,3,3,5,0,0,2,2,0,46,25,1,2,2,1,0,2,5,5,1,2,1,06,3,11,0.491071,30.1724,188.725,73.0,20101029
164,767,S17G01N31,220051,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,2,0,11,3,0,2,0,0,0,0,0,0,1,1,0,06,0,0,0.0,0.0,0.0,73.0,20101029
165,777,S17G01N31,235038,5,0,4,0,0,0,0,2,8,2,11,0,3,2,3,0,0,2,2,1,40,35,2,7,4,2,0,0,3,1,1,2,1,35,5,6,0.243506,27.2926,359.754,73.0,20101029
166,779,S17G01N31,235070,4,1,3,0,0,0,0,8,17,11,23,0,4,0,0,0,0,2,2,0,53,45,6,10,12,6,0,3,6,4,0,4,1,35,3,25,0.543478,12.9032,162.977,73.0,20101029
167,776,S17G01N31,290371,2,2,11,4,4,0,0,15,23,15,23,0,5,5,7,2,0,2,2,4,43,31,15,21,30,0,0,0,0,10,2,3,0,06,15,35,0.671012,5.2521,1006.51,73.0,20101029
168,785,S17G01N31,290375,0,0,2,0,0,0,0,1,2,1,2,0,4,0,0,1,0,3,2,2,11,9,1,2,2,0,0,0,0,0,2,2,0,35,4,2,0.5,0.0,1047.53,73.0,20101029
169,800,S17G01N32,220050,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2,0,11,31,0,0,0,0,0,0,0,2,0,0,1,50,0,2,1.0,0.0,0.0,63.0,20101029
170,789,S17G01N32,230083,3,0,2,0,0,0,0,4,6,9,15,0,4,4,4,1,0,1,1,3,38,41,2,4,4,2,0,5,9,3,0,4,1,10,5,27,0.805489,13.181,325.722,63.0,20101029
171,804,S17G01N32,260003,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,0,14,9,0,0,0,0,0,0,1,1,1,0,0,50,0,0,0.0,0.0,0.0,63.0,20101029
172,792,S17G01N32,290292,7,0,2,0,0,0,0,1,6,2,11,0,3,0,0,1,0,0,0,0,40,0,1,4,2,2,0,1,5,3,0,3,1,10,2,5,0.227273,33.3333,126.0,63.0,20101029
173,809,S17G01N32,290332,0,2,7,1,1,1,0,10,15,10,15,0,3,3,3,1,0,2,2,7,34,35,10,15,20,0,1,0,0,3,1,2,1,50,14,23,0.704657,0.0,1020.14,63.0,20101029
174,797,S17G01N32,290392,2,1,7,0,0,0,0,6,12,6,12,0,3,2,2,0,0,2,1,2,24,52,6,12,12,0,0,0,0,1,1,2,0,10,9,14,0.543478,12.5945,912.064,63.0,20101029
175,811,S17G01N33,215065,2,0,1,0,0,0,0,2,3,2,4,0,4,0,0,1,0,3,2,1,15,34,1,1,2,2,0,0,1,1,1,3,0,30,2,4,0.5,28.5714,339.186,66.0,20101030
176,829,S17G01N33,290238,2,0,8,0,0,1,0,2,5,2,5,0,5,2,2,0,0,3,4,3,15,33,1,4,2,0,1,0,0,1,3,2,1,60,11,6,0.510204,22.5225,1867.52,66.0,20101030
177,831,S17G01N33,290287,6,0,1,0,0,0,0,10,13,12,19,0,4,11,11,0,0,3,3,2,37,35,7,9,14,2,0,2,6,3,3,1,1,60,3,37,0.776007,18.2704,210.732,66.0,20101030
178,821,S17G01N33,290365,0,1,1,0,0,0,0,3,6,5,10,0,4,3,11,0,0,2,3,0,19,8,2,4,4,1,0,2,4,0,2,2,1,30,1,15,0.505391,0.0,137.979,66.0,20101030
179,838,S17G01N34,235058,1,0,2,0,0,0,0,0,2,0,2,0,4,0,0,0,0,5,6,0,21,25,0,1,0,0,0,0,0,0,2,2,1,65,2,0,0.0,33.3333,160.623,43.0,20101030
180,847,S17G01N34,240044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0.0,0.0,0.0,43.0,20101030
181,845,S17G01N34,290325,0,2,6,1,1,0,0,6,7,6,7,0,3,2,4,0,0,3,2,3,19,5,6,7,12,0,0,0,0,1,2,1,0,65,9,14,0.799087,0.0,811.179,43.0,20101030
182,856,S17G01N34,290395,1,2,8,1,1,0,0,10,16,10,16,0,2,5,10,0,0,1,1,2,36,33,7,11,14,1,0,0,0,1,2,0,1,70,10,25,0.612745,4.46429,470.588,43.0,20101030
183,858,S17G01N34,650010,1,0,0,0,0,0,0,0,2,1,9,0,1,2,2,0,0,0,0,0,40,0,0,0,0,0,0,1,7,3,1,0,1,70,0,5,0.253036,7.20461,0.0,43.0,20101030
184,872,S17G01N35,215012,6,0,3,0,0,0,0,2,2,2,2,0,2,1,2,1,0,2,2,0,38,45,1,1,2,2,0,0,0,0,0,2,1,55,3,5,0.868056,67.5676,148.645,48.0,20101030
185,861,S17G01N35,230056,6,0,3,0,0,0,0,0,2,0,4,0,4,1,1,1,0,1,2,1,35,0,0,2,0,0,0,0,2,2,1,3,1,16,4,1,0.112613,48.2315,219.429,48.0,20101030
186,875,S17G01N35,245057,1,0,6,0,0,0,0,2,3,3,7,0,4,1,1,2,0,3,3,0,29,38,2,3,4,1,0,1,4,1,2,2,1,55,6,8,0.537634,10.5932,388.751,48.0,20101030
187,879,S17G01N35,290147,1,0,3,0,0,0,0,5,8,5,8,0,5,3,3,0,0,4,5,2,23,43,3,6,6,1,0,0,0,3,2,3,1,55,5,13,0.697425,7.50751,404.779,48.0,20101030
188,868,S17G01N35,290218,2,0,2,0,0,0,0,6,6,9,11,0,4,0,0,0,0,2,3,1,30,59,5,5,10,0,0,3,5,1,0,4,1,16,3,21,0.954545,14.2857,185.906,48.0,20101030
189,869,S17G01N35,290367,0,4,7,3,3,0,0,9,12,9,12,0,5,9,11,1,0,3,4,4,27,9,8,9,16,1,0,0,0,4,2,3,1,16,11,27,0.801663,0.0,777.901,48.0,20101030
190,883,S17G01N36,215065,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,3,58,0,0,0,0,0,0,0,1,1,1,0,30,0,0,0.0,66.6667,0.0,49.0,20101031
191,896,S17G01N36,235038,6,0,0,0,0,0,0,4,7,4,8,0,2,3,3,0,0,3,3,0,29,39,3,6,6,1,0,0,1,1,0,2,1,35,0,11,0.590129,36.7647,0.0,49.0,20101031
192,902,S17G01N36,290261,2,0,9,0,0,0,0,14,26,14,26,0,4,13,15,0,0,0,0,6,40,0,13,23,26,3,0,0,0,7,2,2,1,35,15,41,0.628834,4.80769,735.0,49.0,20101031
193,889,S17G01N36,290283,0,0,2,0,0,0,0,1,1,1,3,0,5,0,0,0,0,3,4,0,16,16,1,1,2,1,0,0,2,1,3,2,1,30,2,2,0.333333,0.0,240.984,49.0,20101031
194,894,S17G01N36,290366,0,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,2,2,1,3,32,0,0,0,0,0,0,0,0,3,0,0,30,2,0,0.0,0.0,1109.43,49.0,20101031
195,904,S17G01N36,290375,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,4,46,0,0,0,1,0,0,0,0,0,2,1,35,0,0,0.0,0.0,0.0,49.0,20101031
196,907,S17G01N37,220050,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,50,0,0,0.0,0.0,0.0,49.0,20101031
197,921,S17G01N37,235058,1,0,4,0,0,0,0,0,0,0,2,0,4,0,0,0,0,4,4,1,20,2,0,0,0,1,0,0,2,1,2,2,1,65,5,0,0.0,25.0,489.185,49.0,20101031
198,925,S17G01N37,290114,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,4,4,1,16,56,0,0,0,0,0,0,0,0,2,3,0,65,1,0,0.0,0.0,115.748,49.0,20101031
199,928,S17G01N37,290325,0,3,5,0,0,0,0,3,7,3,7,0,1,2,2,0,0,4,4,0,28,52,2,6,4,0,0,0,0,4,1,0,1,65,5,8,0.507614,0.0,339.492,49.0,20101031
200,917,S17G01N37,290332,3,2,6,1,1,0,0,5,9,5,9,0,2,4,5,0,0,2,2,4,39,7,5,9,10,1,0,0,0,0,1,1,1,50,10,14,0.625,21.1268,501.065,49.0,20101031
201,930,S17G01N38,210035,4,1,1,0,0,0,0,4,6,5,9,0,2,1,1,0,0,3,4,0,28,13,3,5,6,3,0,1,3,3,1,1,1,06,1,12,0.635593,24.3309,66.6273,47.0,20101031
202,944,S17G01N38,230083,0,0,3,0,0,0,0,3,6,5,13,0,3,1,1,0,0,1,2,1,38,19,1,2,2,0,0,2,7,3,0,3,1,10,4,13,0.483631,0.0,196.259,47.0,20101031
203,947,S17G01N38,290292,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,20,15,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0.0,60.0,0.0,47.0,20101031
204,941,S17G01N38,290371,0,0,3,0,0,0,0,2,3,2,3,0,2,1,1,0,0,3,2,1,7,34,2,3,4,0,0,0,0,2,2,0,0,06,4,5,0.726744,0.0,993.833,47.0,20101031
205,952,S17G01N38,290392,4,0,7,1,1,0,0,9,14,9,14,0,2,3,5,0,0,1,1,4,34,27,9,14,18,2,0,0,0,3,1,1,1,10,11,21,0.648148,17.2414,600.29,47.0,20101031
206,969,S17G01N39,230056,3,1,1,0,0,0,0,3,3,3,4,0,2,1,3,0,0,1,2,2,34,50,2,2,4,2,0,0,1,0,0,2,1,16,3,7,0.657895,36.0577,220.478,64.0,20101102
207,975,S17G01N39,290218,0,3,6,0,0,0,0,4,8,4,10,0,3,8,14,0,0,0,1,3,39,21,4,7,8,1,0,0,2,3,2,1,1,16,9,16,0.49505,0.0,585.515,64.0,20101102
208,959,S17G01N39,290292,2,0,0,0,0,0,0,2,4,2,5,0,1,0,0,0,0,0,1,0,17,1,2,3,4,0,0,0,1,1,0,1,1,10,0,4,0.4,25.0,0.0,64.0,20101102
209,976,S17G01N39,290367,2,2,4,2,2,0,0,7,12,7,12,0,2,4,11,0,0,3,4,2,23,50,7,11,14,0,0,0,0,3,2,0,1,16,6,18,0.534442,9.15751,644.476,64.0,20101102
210,964,S17G01N39,290392,3,2,11,2,2,0,0,6,14,6,14,0,4,3,10,0,0,2,2,3,32,14,6,14,12,1,0,0,0,2,3,1,1,10,14,15,0.407609,12.8205,1111.89,64.0,20101102
211,978,S17G01N40,215065,1,0,0,0,0,0,0,1,3,2,5,0,3,0,0,1,0,2,2,0,22,40,1,2,2,2,0,1,2,1,3,0,1,30,0,5,0.5,14.2857,0.0,53.0,20101102
212,991,S17G01N40,230068,7,0,2,0,0,0,0,4,6,6,11,0,3,6,6,0,0,1,1,2,37,29,4,6,8,3,0,2,5,4,0,3,1,50,4,20,0.733138,28.4091,226.234,53.0,20101102
213,983,S17G01N40,290283,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,18,47,0,0,0,1,0,0,0,1,1,3,1,30,0,0,0.0,50.0,0.0,53.0,20101102
214,1000,S17G01N40,290332,1,3,7,0,0,0,0,6,6,6,6,0,3,4,6,0,0,2,2,3,31,49,6,6,12,0,0,0,0,4,2,1,1,50,10,16,0.925926,7.33138,666.317,53.0,20101102
215,1001,S17G01N40,290383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0.0,0.0,0.0,53.0,20101102
216,989,S17G01N40,290389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.0,0.0,0.0,53.0,20101102
217,1003,S17G01N41,235038,7,0,2,0,0,0,0,2,3,2,6,0,1,1,3,0,0,3,4,0,25,42,2,3,4,2,0,0,3,3,0,1,1,35,2,5,0.34153,40.4157,189.883,61.0,20101103
218,1007,S17G01N41,255084,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3,46,0,0,0,0,0,0,0,0,1,2,0,35,0,0,0.0,0.0,0.0,61.0,20101103
219,1010,S17G01N41,290275,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,11,47,0,0,0,0,0,0,0,0,0,3,0,35,1,0,0.0,100.0,207.072,61.0,20101103
220,1017,S17G01N41,290277,5,0,3,0,0,0,0,1,2,3,5,0,4,3,3,0,0,3,2,0,19,56,1,2,2,2,0,2,3,0,1,3,0,70,3,11,0.870253,44.1696,367.224,61.0,20101103
221,1022,S17G01N41,290395,0,0,4,0,0,0,0,8,17,8,17,0,1,2,5,0,0,2,3,2,27,40,8,16,16,1,0,0,0,1,0,1,1,70,6,18,0.46875,0.0,529.157,61.0,20101103
222,1025,S17G01N42,210035,3,1,5,0,0,0,0,4,6,5,12,0,3,2,2,0,0,2,2,0,30,46,4,5,8,0,0,1,6,0,2,1,1,06,5,13,0.504658,18.8917,416.035,64.0,20101103
223,1038,S17G01N42,215012,5,0,4,0,0,0,0,2,4,7,10,0,2,0,0,0,0,1,1,1,39,52,2,3,4,0,0,5,6,1,1,1,1,55,5,19,0.95,31.25,321.07,64.0,20101103
224,1029,S17G01N42,225037,1,0,4,0,0,0,0,1,4,3,8,0,3,2,2,0,0,2,2,1,36,8,0,2,0,3,0,2,4,0,1,2,1,06,5,10,0.563063,10.1215,354.244,64.0,20101103
225,1044,S17G01N42,290147,1,1,10,1,1,0,0,10,15,10,15,0,5,4,4,0,0,3,4,4,33,25,8,11,16,0,0,0,0,5,1,4,1,55,14,24,0.71599,4.39367,1072.52,64.0,20101103
226,1036,S17G01N42,290371,1,0,3,0,0,0,0,9,12,9,12,0,1,4,7,1,0,3,2,1,17,28,7,9,14,0,0,0,0,1,1,0,0,06,4,22,0.729443,5.8548,586.26,64.0,20101103
227,1061,S17G01N43,215065,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,13,8,0,0,0,2,0,0,0,0,1,1,0,30,0,0,0.0,100.0,0.0,54.0,20101104
228,1051,S17G01N43,230083,4,0,2,0,0,0,0,0,2,2,7,0,1,1,2,0,0,2,2,1,26,15,0,1,0,0,0,2,5,4,1,0,1,10,3,7,0.444162,25.1889,246.857,54.0,20101104
229,1065,S17G01N43,290111,1,0,2,0,0,0,0,2,4,2,4,0,1,1,1,0,0,0,1,1,24,21,1,3,2,1,0,0,0,2,1,0,1,30,3,5,0.563063,13.4409,266.119,54.0,20101104
230,1054,S17G01N43,290292,1,0,0,0,0,0,0,2,2,3,3,0,3,1,2,0,0,1,2,0,20,54,1,1,2,0,0,1,1,1,1,2,1,10,0,8,1.03093,17.0068,0.0,54.0,20101104
231,1071,S17G01N43,290366,0,0,7,0,0,0,0,2,5,3,7,0,4,1,2,1,0,2,1,0,17,54,0,1,0,3,0,1,2,3,2,2,0,30,7,8,0.507614,0.0,844.693,54.0,20101104
232,1059,S17G01N43,290392,3,2,7,2,2,0,0,11,16,11,16,0,2,4,4,0,0,2,2,2,31,20,10,15,20,3,0,0,0,2,2,0,1,10,9,26,0.731982,13.181,620.426,54.0,20101104
233,1086,S17G01N44,215029,6,1,4,0,0,0,0,3,6,5,12,0,2,0,0,0,0,3,2,0,32,22,2,3,4,4,0,2,6,2,1,1,0,65,4,12,0.5,30.0,266.941,54.0,20101104
234,1088,S17G01N44,235058,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,5,45,0,0,0,0,0,0,0,0,2,1,0,65,0,0,0.0,100.0,0.0,54.0,20101104
235,1076,S17G01N44,250042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.0,0.0,0.0,54.0,20101104
236,1079,S17G01N44,290238,2,0,7,1,1,0,0,9,14,10,20,0,2,3,4,0,0,1,1,6,34,27,7,9,14,1,0,1,6,4,1,1,1,60,13,24,0.551471,7.20461,815.094,54.0,20101104
237,1081,S17G01N44,290287,6,0,2,0,0,0,0,2,3,3,6,0,5,3,3,0,0,2,3,0,35,47,2,2,4,2,0,1,3,0,3,2,1,60,2,10,0.68306,45.045,120.727,54.0,20101104
238,1095,S17G01N44,290325,0,2,3,2,2,0,0,10,11,10,11,0,3,0,0,0,0,3,3,2,28,43,8,9,16,0,0,0,0,4,0,3,0,65,5,20,0.909091,0.0,376.088,54.0,20101104
239,1099,S17G01N45,230056,2,0,1,0,0,0,0,1,2,2,4,0,1,2,2,0,0,1,2,0,28,7,1,2,2,2,0,1,2,1,0,1,1,16,1,7,0.717213,25.3807,85.3586,60.0,20101105
240,1106,S17G01N45,290218,2,1,5,0,0,0,0,2,7,3,9,0,3,6,8,0,0,2,3,2,34,33,2,7,4,1,0,1,2,3,2,1,1,16,7,13,0.519169,11.4155,486.252,60.0,20101105
241,1113,S17G01N45,290277,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,12,51,0,0,0,0,0,0,0,1,3,1,0,70,2,0,0.0,0.0,373.541,60.0,20101105
242,1107,S17G01N45,290367,0,4,9,0,2,0,0,7,15,7,16,0,4,8,10,0,0,3,4,4,31,25,6,12,12,0,0,0,1,5,2,2,1,16,13,22,0.539216,0.0,993.103,60.0,20101105
243,1118,S17G01N45,290395,0,2,7,2,2,0,0,9,18,9,18,0,3,4,7,1,0,2,3,4,29,44,9,16,18,0,0,0,0,3,1,2,1,70,11,22,0.521822,0.0,887.892,60.0,20101105
244,1134,S17G01N46,215012,6,0,6,0,0,0,0,2,6,3,8,0,3,1,1,0,0,2,1,1,33,25,2,4,4,2,0,1,2,2,2,1,0,55,7,8,0.473934,36.4963,477.606,57.0,20101105
245,1122,S17G01N46,220050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,48,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0.0,50.0,0.0,57.0,20101105
246,1142,S17G01N46,290149,2,0,0,0,0,0,0,1,2,1,2,0,2,1,1,0,0,3,2,0,11,21,1,2,2,0,0,0,0,1,1,1,0,55,0,3,0.614754,36.7647,0.0,57.0,20101105
247,1132,S17G01N46,290332,2,1,8,0,0,0,0,8,9,8,9,0,5,2,3,0,0,2,3,2,26,31,8,9,16,0,0,0,0,2,5,0,1,50,10,18,0.872093,13.9665,859.837,57.0,20101105
248,1159,S17G01N47,250042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.0,0.0,0.0,49.0,20101106
249,1150,S17G01N47,255084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0.0,0.0,0.0,49.0,20101106
250,1162,S17G01N47,290238,1,0,7,2,2,0,0,8,11,8,13,0,4,5,7,0,0,5,5,3,26,35,7,9,14,0,0,0,2,2,3,1,1,60,10,21,0.652985,5.24109,737.304,49.0,20101106
251,1153,S17G01N47,290275,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,3,1,13,7,0,0,0,1,0,0,1,1,0,1,0,35,1,0,0.0,60.0,149.428,49.0,20101106
252,1164,S17G01N47,290287,1,0,1,0,0,0,0,2,4,3,5,0,1,2,2,0,0,1,2,0,9,49,2,3,4,3,0,1,1,1,0,1,1,60,1,9,0.765306,12.6904,199.66,49.0,20101106
253,1168,S17G01N48,210035,1,0,3,0,0,0,0,0,2,1,3,0,4,0,0,0,0,3,3,1,27,9,0,0,0,1,0,1,1,1,0,4,1,06,4,3,0.5,20.0,276.98,47.0,20101106
254,1183,S17G01N48,235058,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,2,1,13,1,0,0,0,0,0,0,0,1,0,4,0,65,3,0,0.0,66.6667,433.291,47.0,20101106
255,1184,S17G01N48,255032,1,0,4,0,0,0,0,8,11,9,12,0,2,4,5,0,0,4,5,3,24,24,1,1,2,0,0,1,1,2,1,1,1,65,7,23,0.809859,5.81395,539.344,47.0,20101106
