,gmkey,ast,twop,threep,freep,offr,ppp,dk,defr,stl,bs,foul,tf,gd,score
31,S17G01N127,0.4966442953020134,0.5990338164251208,0.36764705882352944,0.6279069767441862,0.26190476190476186,0.66,0.8333333333333334,0.6964285714285715,0.5098039215686275,0.0429042904290429,0.49572649572649574,0.25,0.625,78
32,S17G01N128,0.532258064516129,0.49710982658959535,0.33628318584070793,0.7976190476190476,0.26174496644295303,0.5701754385964912,1.0,0.7112676056338029,0.4761904761904762,0.02325581395348837,0.5129310344827586,0.5,0.6842105263157895,92
33,S17G01N129,0.5072463768115941,0.49090909090909096,0.375,0.7640449438202247,0.375,0.5255474452554745,1.0,0.7266666666666667,0.44827586206896547,0.05226480836236934,0.4626168224299066,0.28571428571428575,0.4,62
34,S17G01N13,0.618421052631579,0.5477386934673367,0.3771929824561403,0.7904761904761906,0.2839506172839506,0.6025641025641026,1.0,0.7215189873417721,0.5263157894736842,0.05047318611987382,0.5308056872037914,1.0,0.625,73
35,S17G01N130,0.5,0.6243386243386244,0.411764705882353,0.7876106194690266,0.272,0.6811594202898551,1.0,0.7238805970149254,0.5308641975308642,0.03956834532374101,0.5502392344497608,0.6666666666666666,0.12500000000000003,69
36,S17G01N131,0.5743243243243243,0.5219512195121951,0.4361702127659574,0.7922077922077921,0.2545454545454546,0.5471698113207547,1.0,0.8015267175572519,0.4821428571428572,0.04562737642585551,0.5352112676056338,0.5,0.6,96
37,S17G01N132,0.5694444444444444,0.629032258064516,0.32142857142857145,0.8220338983050847,0.24812030075187969,0.6733333333333333,0.75,0.7076923076923076,0.4492753623188406,0.05904059040590406,0.4933333333333333,0.5,0.23076923076923075,81
38,S17G01N133,0.5174825174825175,0.5113122171945701,0.37974683544303794,0.7439024390243902,0.3469387755102041,0.578125,1.0,0.6513157894736843,0.44827586206896547,0.04,0.47441860465116276,0.3333333333333333,0.3076923076923077,92
39,S17G01N134,0.4625,0.627450980392157,0.3595505617977528,0.7472527472527473,0.19745222929936307,0.7034482758620689,1.0,0.7692307692307693,0.5675675675675675,0.04868913857677903,0.5560747663551402,1.0,0.25,92
40,S17G01N135,0.4609375,0.5,0.2871287128712871,0.8018867924528302,0.32575757575757575,0.5492957746478874,0.9090909090909091,0.6611570247933884,0.511904761904762,0.03597122302158273,0.5170731707317073,0.6,0.4,59
41,S17G01N136,0.5774647887323944,0.5073170731707317,0.4175824175824176,0.7391304347826086,0.2857142857142857,0.5405405405405405,1.0,0.7272727272727273,0.5230769230769231,0.032846715328467155,0.5,1.0,0.6666666666666667,68
42,S17G01N137,0.58125,0.5781990521327014,0.4086021505376344,0.7657657657657658,0.34415584415584416,0.6337209302325582,0.8333333333333334,0.7205882352941176,0.4696969696969697,0.07352941176470588,0.5229357798165137,0.8,0.625,76
43,S17G01N138,0.4876543209876544,0.6121495327102804,0.3604651162790698,0.7763157894736843,0.23134328358208955,0.7012987012987013,1.0,0.7076923076923076,0.5121951219512195,0.050909090909090904,0.5258215962441315,0.4285714285714286,0.12500000000000003,71
44,S17G01N139,0.5472972972972973,0.5865384615384615,0.3823529411764706,0.6987951807228915,0.265625,0.6486486486486486,0.9,0.6967741935483871,0.5,0.02389078498293515,0.536697247706422,0.6666666666666666,0.5454545454545454,63
45,S17G01N14,0.4225352112676057,0.46245059288537543,0.26595744680851063,0.8591549295774648,0.4012738853503185,0.5090909090909091,0.8181818181818181,0.6057142857142856,0.5471698113207547,0.025806451612903226,0.561181434599156,0.6666666666666666,0.3125,89
46,S17G01N140,0.47656249999999994,0.47738693467336685,0.33673469387755095,0.8020833333333334,0.23170731707317074,0.513888888888889,0.888888888888889,0.7009345794392524,0.5844155844155844,0.04044117647058824,0.5252525252525253,1.0,0.6428571428571429,74
47,S17G01N141,0.559748427672956,0.5511111111111111,0.3932584269662921,0.7008547008547008,0.381294964028777,0.596774193548387,0.8571428571428572,0.7608695652173912,0.463768115942029,0.061016949152542375,0.511520737327189,0.7499999999999999,0.6,76
48,S17G01N142,0.6352201257861635,0.6683168316831684,0.34285714285714286,0.7906976744186046,0.26530612244897955,0.6971428571428571,0.8333333333333334,0.725925925925926,0.5384615384615384,0.027972027972027972,0.4976303317535545,0.0,0.12500000000000003,100
49,S17G01N143,0.5337837837837838,0.5631067961165048,0.36781609195402304,0.788235294117647,0.3047619047619048,0.6462585034013606,1.0,0.6928571428571428,0.48235294117647054,0.036303630363036306,0.5,0.8,0.2727272727272727,69
50,S17G01N144,0.5314685314685315,0.5180180180180181,0.32941176470588235,0.625,0.2903225806451613,0.5870967741935483,0.888888888888889,0.6492537313432836,0.53125,0.040268456375838924,0.5450236966824644,0.5,0.33333333333333337,71
51,S17G01N145,0.5069444444444444,0.5820895522388059,0.40298507462686567,0.7228915662650601,0.23913043478260868,0.653061224489796,0.8749999999999999,0.7465753424657534,0.390625,0.03787878787878788,0.5162790697674419,0.28571428571428575,0.2727272727272727,64
52,S17G01N146,0.47154471544715443,0.4416243654822335,0.32727272727272727,0.7333333333333333,0.2934131736526946,0.5034965034965034,1.0,0.5891472868217055,0.6111111111111112,0.03821656050955414,0.52,0.16666666666666669,0.6428571428571429,76
53,S17G01N147,0.527027027027027,0.6242774566473989,0.449438202247191,0.8169014084507042,0.2434782608695652,0.6942148760330579,0.888888888888889,0.7935483870967742,0.49275362318840576,0.06825938566552901,0.456221198156682,0.0,0.7142857142857143,63
54,S17G01N148,0.5974842767295597,0.6372093023255814,0.4,0.7606837606837608,0.3025210084033613,0.6666666666666667,0.8571428571428572,0.7062937062937062,0.48275862068965514,0.0231023102310231,0.5126903553299492,0.5,0.1,74
55,S17G01N149,0.5486111111111112,0.5560975609756098,0.4225352112676057,0.7313432835820896,0.24647887323943662,0.6301369863013698,0.8749999999999999,0.7248322147651007,0.38888888888888884,0.03546099290780142,0.5119617224880383,0.5,0.6666666666666666,68
56,S17G01N15,0.5273972602739726,0.6057692307692307,0.2631578947368421,0.7884615384615383,0.2708333333333333,0.7500000000000001,0.8749999999999999,0.7291666666666666,0.49397590361445776,0.04140127388535032,0.48058252427184467,0.0,0.2631578947368421,72
57,S17G01N150,0.4836065573770492,0.4526315789473684,0.3025210084033613,0.7307692307692308,0.31125827814569534,0.4930555555555555,1.0,0.6446280991735537,0.5949367088607594,0.04207119741100324,0.5502183406113538,0.0,0.6470588235294118,76
58,S17G01N151,0.5666666666666667,0.6285714285714286,0.4444444444444444,0.7777777777777778,0.22448979591836735,0.7096774193548387,0.9090909090909091,0.7612903225806452,0.4647887323943662,0.06439393939393939,0.49738219895287955,0.0,0.5,71
59,S17G01N152,0.5390070921985816,0.5238095238095238,0.3647058823529412,0.6461538461538462,0.3248407643312102,0.5647058823529412,0.8749999999999999,0.7529411764705882,0.611111111111111,0.057971014492753624,0.5294117647058825,0.6,0.7499999999999999,62
60,S17G01N153,0.4195804195804196,0.5502392344497608,0.34146341463414637,0.6753246753246753,0.25,0.6428571428571429,0.7272727272727273,0.6666666666666666,0.4691358024691358,0.05281690140845071,0.5336322869955157,0.5,0.25,63
61,S17G01N154,0.6115107913669064,0.5808080808080808,0.36363636363636365,0.6416666666666667,0.25,0.6410256410256411,1.0,0.7080745341614907,0.5588235294117647,0.04854368932038835,0.47826086956521735,0.8333333333333334,0.4444444444444445,86
62,S17G01N155,0.5454545454545454,0.5957446808510638,0.3924050632911392,0.7802197802197802,0.2191780821917808,0.6616541353383458,0.888888888888889,0.7671232876712328,0.5517241379310345,0.06545454545454546,0.45714285714285713,,0.5,70
63,S17G01N156,0.39999999999999997,0.5903614457831325,0.27272727272727276,0.7272727272727273,0.3153846153846154,0.6467065868263474,1.0,0.648854961832061,0.4428571428571429,0.046822742474916385,0.41704035874439466,1.0,0.4736842105263158,71
